YEAR,MONTH,DAY,PRECIPITATION,MAX TEMP,MIN TEMP,MEAN TEMP
1970,8,26,1.25,93,72,82.5
1970,8,27,1.2,92,71,81.5
1970,8,28,0.25,92,74,83
1970,8,29,0,94,73,83.5
1970,8,30,0,94,73,83.5
1970,8,31,0,94,71,82.5
1970,9,1,0,94,66,80
1970,9,2,0,93,70,81.5
1970,9,3,0,93,70,81.5
1970,9,4,0,95,71,83
1970,9,5,0,92,71,81.5
1970,9,6,0,91,69,80
1970,9,7,1.05,93,70,81.5
1970,9,8,0,92,69,80.5
1970,9,9,0.1,91,70,80.5
1970,9,10,0,94,71,82.5
1970,9,11,0,93,70,81.5
1970,9,12,0,91,71,81
1970,9,13,0.05,91,75,83
1970,9,14,0,93,73,83
1970,9,15,0.2,90,75,82.5
1970,9,16,0,91,73,82
1970,9,17,0,90,75,82.5
1970,9,18,0,93,72,82.5
1970,9,19,0,94,73,83.5
1970,9,20,0,95,72,83.5
1970,9,21,0,90,74,82
1970,9,22,0.27,92,71,81.5
1970,9,23,0,92,71,81.5
1970,9,24,0.15,89,71,80
1970,9,25,0.07,85,74,79.5
1970,9,26,0,90,71,80.5
1970,9,27,0,92,71,81.5
1970,9,28,0.98,84,71,77.5
1970,9,29,1.78,74,71,72.5
1970,9,30,0,81,72,76.5
1970,10,1,0,85,61,73
1970,10,2,0,87,64,75.5
1970,10,3,0,87,67,77
1970,10,4,0,88,65,76.5
1970,10,5,0,86,74,80
1970,10,6,0.06,88,73,80.5
1970,10,7,0.11,88,72,80
1970,10,8,0.17,90,71,80.5
1970,10,9,0.22,88,68,78
1970,10,10,0.1,87,70,78.5
1970,10,11,0,88,71,79.5
1970,10,12,0,88,70,79
1970,10,13,0,90,72,81
1970,10,14,0.25,86,67,76.5
1970,10,15,0,88,66,77
1970,10,16,0,87,65,76
1970,10,17,0.37,81,68,74.5
1970,10,18,0,82,65,73.5
1970,10,19,0,83,67,75
1970,10,20,0.38,85,69,77
1970,10,21,0.41,78,68,73
1970,10,22,0,84,69,76.5
1970,10,23,0,80,60,70
1970,10,24,0,86,62,74
1970,10,25,0,88,65,76.5
1970,10,26,0,83,62,72.5
1970,10,27,0,79,59,69
1970,10,28,1,80,69,74.5
1970,10,29,0.4,83,65,74
1970,10,30,0.12,80,68,74
1970,10,31,0,80,62,71
1970,11,1,0,78,60,69
1970,11,2,0,80,65,72.5
1970,11,3,0,81,61,71
1970,11,4,0,75,54,64.5
1970,11,5,0,63,40,51.5
1970,11,6,0,72,39,55.5
1970,11,7,0,75,42,58.5
1970,11,8,0,78,46,62
1970,11,9,0,83,52,67.5
1970,11,10,0,84,61,72.5
1970,11,11,0,76,56,66
1970,11,12,0,77,49,63
1970,11,13,0,83,49,66
1970,11,14,0,88,60,74
1970,11,15,0.32,82,62,72
1970,11,16,0.05,64,40,52
1970,11,17,0,64,36,50
1970,11,18,0,70,40,55
1970,11,19,0,75,38,56.5
1970,11,20,0,83,49,66
1970,11,21,0,76,57,66.5
1970,11,22,0,84,57,70.5
1970,11,23,0,78,56,67
1970,11,24,0,73,32,52.5
1970,11,25,0,62,30,46
1970,11,26,0,71,46,58.5
1970,11,27,0,76,52,64
1970,11,28,0,74,50,62
1970,11,29,0,74,54,64
1970,11,30,0,76,57,66.5
1970,12,1,0,80,60,70
1970,12,2,0,80,64,72
1970,12,3,0,77,53,65
1970,12,4,0,80,53,66.5
1970,12,5,0,80,47,63.5
1970,12,6,0,71,42,56.5
1970,12,7,0,72,40,56
1970,12,8,0,76,54,65
1970,12,9,0,76,49,62.5
1970,12,10,0,74,49,61.5
1970,12,11,0,78,56,67
1970,12,12,0,81,55,68
1970,12,13,0,78,57,67.5
1970,12,14,0,72,46,59
1970,12,15,0,80,45,62.5
1970,12,16,0,83,57,70
1970,12,17,0.54,78,57,67.5
1970,12,18,0,73,41,57
1970,12,19,0,78,49,63.5
1970,12,20,0,78,47,62.5
1970,12,21,0,80,52,66
1970,12,22,0,83,55,69
1970,12,23,0,84,58,71
1970,12,24,0,84,60,72
1970,12,25,0,81,68,74.5
1970,12,26,0.45,77,36,56.5
1970,12,27,0,57,30,43.5
1970,12,28,0,65,34,49.5
1970,12,29,0,75,40,57.5
1970,12,30,0,73,46,59.5
1970,12,31,0.27,68,50,59
1971,1,1,0,63,38,50.5
1971,1,2,0,68,36,52
1971,1,3,0,79,48,63.5
1971,1,4,0,81,55,68
1971,1,5,0,82,68,75
1971,1,6,0,84,63,73.5
1971,1,7,0.21,70,59,64.5
1971,1,8,0,81,62,71.5
1971,1,9,0.05,81,60,70.5
1971,1,10,0,70,59,64.5
1971,1,11,0,71,57,64
1971,1,12,0,73,55,64
1971,1,13,0,73,57,65
1971,1,14,0,82,53,67.5
1971,1,15,0,80,55,67.5
1971,1,16,0,75,43,59
1971,1,17,0,63,36,49.5
1971,1,18,0,70,43,56.5
1971,1,19,0,64,47,55.5
1971,1,20,0,50,27,38.5
1971,1,21,0,64,28,46
1971,1,22,0,75,35,55
1971,1,23,0,81,49,65
1971,1,24,0,84,52,68
1971,1,25,0,85,53,69
1971,1,26,0,81,60,70.5
1971,1,27,0,76,41,58.5
1971,1,28,0,64,30,47
1971,1,29,0,70,43,56.5
1971,1,30,0,80,40,60
1971,1,31,0.17,81,56,68.5
1971,2,1,0,70,54,62
1971,2,2,0,70,39,54.5
1971,2,3,0,80,55,67.5
1971,2,4,0,80,59,69.5
1971,2,5,0,83,59,71
1971,2,6,0,81,58,69.5
1971,2,7,0.4,84,63,73.5
1971,2,8,2.65,80,60,70
1971,2,9,0,69,34,51.5
1971,2,10,0,56,30,43
1971,2,11,0,65,34,49.5
1971,2,12,0,78,45,61.5
1971,2,13,0,71,51,61
1971,2,14,0,61,33,47
1971,2,15,0,65,31,48
1971,2,16,0,69,35,52
1971,2,17,0,74,42,58
1971,2,18,0,76,51,63.5
1971,2,19,0,80,50,65
1971,2,20,0,85,53,69
1971,2,21,0,85,56,70.5
1971,2,22,0.07,85,65,75
1971,2,23,0,80,55,67.5
1971,2,24,0,74,46,60
1971,2,25,0,81,56,68.5
1971,2,26,0,80,55,67.5
1971,2,27,0,88,67,77.5
1971,2,28,0.72,86,64,75
1971,2,29,-99.99,-99.9,-99.9,-99.9
1971,3,1,0,88,64,76
1971,3,2,0,87,65,76
1971,3,3,0,88,64,76
1971,3,4,0,83,36,59.5
1971,3,5,0,68,32,50
1971,3,6,0,87,44,65.5
1971,3,7,0.31,74,63,68.5
1971,3,8,0,65,37,51
1971,3,9,0,63,32,47.5
1971,3,10,0,79,36,57.5
1971,3,11,0,75,54,64.5
1971,3,12,0,79,47,63
1971,3,13,0,85,60,72.5
1971,3,14,0.05,85,56,70.5
1971,3,15,0,92,66,79
1971,3,16,1.52,86,61,73.5
1971,3,17,0,73,48,60.5
1971,3,18,0,77,39,58
1971,3,19,0,82,51,66.5
1971,3,20,0,72,47,59.5
1971,3,21,0,65,38,51.5
1971,3,22,0,77,41,59
1971,3,23,0,83,48,65.5
1971,3,24,0,79,57,68
1971,3,25,0.34,78,57,67.5
1971,3,26,0.17,85,61,73
1971,3,27,0,70,44,57
1971,3,28,0,75,40,57.5
1971,3,29,0,82,52,67
1971,3,30,0.53,78,51,64.5
1971,3,31,0,69,41,55
1971,4,1,0,78,43,60.5
1971,4,2,0,80,52,66
1971,4,3,0,70,56,63
1971,4,4,0.3,72,58,65
1971,4,5,1.3,71,62,66.5
1971,4,6,0,76,58,67
1971,4,7,0,70,42,56
1971,4,8,0,73,35,54
1971,4,9,0,77,41,59
1971,4,10,0,80,48,64
1971,4,11,0,78,50,64
1971,4,12,0,79,51,65
1971,4,13,0,83,45,64
1971,4,14,0,85,47,66
1971,4,15,0,84,58,71
1971,4,16,0,85,61,73
1971,4,17,0,89,56,72.5
1971,4,18,0,91,56,73.5
1971,4,19,0,88,57,72.5
1971,4,20,0,89,66,77.5
1971,4,21,0,90,60,75
1971,4,22,0,90,62,76
1971,4,23,0,94,61,77.5
1971,4,24,0,90,72,81
1971,4,25,0,85,65,75
1971,4,26,0,93,55,74
1971,4,27,0,90,72,81
1971,4,28,0,94,69,81.5
1971,4,29,0,94,66,80
1971,4,30,0,96,65,80.5
1971,5,1,0,90,70,80
1971,5,2,0,88,59,73.5
1971,5,3,0.16,86,54,70
1971,5,4,0,83,50,66.5
1971,5,5,0,87,45,66
1971,5,6,0,90,56,73
1971,5,7,0,94,60,77
1971,5,8,0,93,63,78
1971,5,9,0,98,63,80.5
1971,5,10,0,97,73,85
1971,5,11,0,95,75,85
1971,5,12,0,93,72,82.5
1971,5,13,0,95,72,83.5
1971,5,14,0.25,94,64,79
1971,5,15,0.85,88,70,79
1971,5,16,1.1,89,70,79.5
1971,5,17,0,85,61,73
1971,5,18,0,90,58,74
1971,5,19,0,90,57,73.5
1971,5,20,0,92,58,75
1971,5,21,0,92,64,78
1971,5,22,0,85,65,75
1971,5,23,0,89,50,69.5
1971,5,24,0,90,60,75
1971,5,25,0,93,69,81
1971,5,26,0,94,68,81
1971,5,27,0,91,68,79.5
1971,5,28,0,95,66,80.5
1971,5,29,0.35,91,65,78
1971,5,30,0,89,60,74.5
1971,5,31,0,86,59,72.5
1971,6,1,0,92,60,76
1971,6,2,0,89,64,76.5
1971,6,3,0.06,90,71,80.5
1971,6,4,0,90,70,80
1971,6,5,0,87,65,76
1971,6,6,0,92,65,78.5
1971,6,7,0.06,90,67,78.5
1971,6,8,0.35,93,65,79
1971,6,9,0.1,91,65,78
1971,6,10,0.75,94,65,79.5
1971,6,11,0.42,90,65,77.5
1971,6,12,0,90,65,77.5
1971,6,13,0,93,66,79.5
1971,6,14,0.75,96,68,82
1971,6,15,0.1,94,72,83
1971,6,16,0.28,95,72,83.5
1971,6,17,0,94,69,81.5
1971,6,18,0.21,94,68,81
1971,6,19,0,95,68,81.5
1971,6,20,0.1,94,64,79
1971,6,21,0,96,68,82
1971,6,22,0,95,70,82.5
1971,6,23,0.1,93,70,81.5
1971,6,24,0.17,91,69,80
1971,6,25,0.81,89,68,78.5
1971,6,26,0,91,66,78.5
1971,6,27,0.55,92,66,79
1971,6,28,0.15,94,66,80
1971,6,29,0.06,92,69,80.5
1971,6,30,0,95,69,82
1971,7,1,0,96,67,81.5
1971,7,2,1.6,94,71,82.5
1971,7,3,1.85,92,68,80
1971,7,4,0,89,66,77.5
1971,7,5,0,94,67,80.5
1971,7,6,0.06,94,70,82
1971,7,7,0,94,70,82
1971,7,8,0,92,73,82.5
1971,7,9,0.2,89,74,81.5
1971,7,10,0,91,69,80
1971,7,11,0.2,95,70,82.5
1971,7,12,0,94,71,82.5
1971,7,13,0.27,94,69,81.5
1971,7,14,0.52,94,69,81.5
1971,7,15,0,95,70,82.5
1971,7,16,1.08,95,71,83
1971,7,17,0,92,70,81
1971,7,18,0.22,94,71,82.5
1971,7,19,0,93,69,81
1971,7,20,0.7,92,70,81
1971,7,21,1.07,91,70,80.5
1971,7,22,0.75,91,69,80
1971,7,23,0.31,87,70,78.5
1971,7,24,0.12,88,68,78
1971,7,25,0,94,67,80.5
1971,7,26,0,95,70,82.5
1971,7,27,0,96,72,84
1971,7,28,0,92,73,82.5
1971,7,29,0,93,70,81.5
1971,7,30,0,95,70,82.5
1971,7,31,0,95,72,83.5
1971,8,1,0,96,72,84
1971,8,2,0,92,69,80.5
1971,8,3,0.49,88,70,79
1971,8,4,0.1,90,69,79.5
1971,8,5,0.05,89,69,79
1971,8,6,0.45,90,68,79
1971,8,7,0,94,71,82.5
1971,8,8,0,95,73,84
1971,8,9,0.05,90,73,81.5
1971,8,10,0,89,68,78.5
1971,8,11,0,92,71,81.5
1971,8,12,1.1,92,70,81
1971,8,13,0,85,68,76.5
1971,8,14,0.72,89,72,80.5
1971,8,15,0.07,90,73,81.5
1971,8,16,0,89,75,82
1971,8,17,0,94,73,83.5
1971,8,18,0,96,71,83.5
1971,8,19,0,95,73,84
1971,8,20,0.6,90,74,82
1971,8,21,0,93,72,82.5
1971,8,22,0,95,71,83
1971,8,23,0,91,72,81.5
1971,8,24,3.5,92,69,80.5
1971,8,25,0.12,90,70,80
1971,8,26,0,88,71,79.5
1971,8,27,0,93,71,82
1971,8,28,1.33,93,70,81.5
1971,8,29,0.05,91,73,82
1971,8,30,0.1,93,74,83.5
1971,8,31,0,93,75,84
1971,9,1,0.13,91,74,82.5
1971,9,2,0,93,74,83.5
1971,9,3,0,93,74,83.5
1971,9,4,0,93,75,84
1971,9,5,0.21,91,74,82.5
1971,9,6,0.12,91,71,81
1971,9,7,0,91,72,81.5
1971,9,8,0,94,70,82
1971,9,9,0.1,87,70,78.5
1971,9,10,0,88,67,77.5
1971,9,11,0.5,90,70,80
1971,9,12,0.4,90,71,80.5
1971,9,13,0,90,71,80.5
1971,9,14,0,90,72,81
1971,9,15,0,90,63,76.5
1971,9,16,0,92,67,79.5
1971,9,17,0,94,68,81
1971,9,18,0,90,70,80
1971,9,19,0.05,90,70,80
1971,9,20,0,89,67,78
1971,9,21,0,90,69,79.5
1971,9,22,0.07,93,70,81.5
1971,9,23,0.12,90,73,81.5
1971,9,24,0.3,89,74,81.5
1971,9,25,0.36,89,72,80.5
1971,9,26,0,86,75,80.5
1971,9,27,0,86,67,76.5
1971,9,28,0,80,75,77.5
1971,9,29,0.23,85,75,80
1971,9,30,0,90,66,78
1971,10,1,0,94,66,80
1971,10,2,0,90,67,78.5
1971,10,3,0,91,67,79
1971,10,4,0,93,68,80.5
1971,10,5,0,91,68,79.5
1971,10,6,0,98,69,83.5
1971,10,7,0.9,89,68,78.5
1971,10,8,0.3,87,70,78.5
1971,10,9,0.85,88,71,79.5
1971,10,10,0.35,85,70,77.5
1971,10,11,0.7,78,60,69
1971,10,12,0,83,68,75.5
1971,10,13,0.51,87,69,78
1971,10,14,0,88,71,79.5
1971,10,15,0,90,71,80.5
1971,10,16,0.15,89,70,79.5
1971,10,17,0,81,70,75.5
1971,10,18,0.23,83,68,75.5
1971,10,19,0.2,80,68,74
1971,10,20,0.57,83,68,75.5
1971,10,21,0,87,65,76
1971,10,22,0,81,70,75.5
1971,10,23,0,88,66,77
1971,10,24,0.11,89,68,78.5
1971,10,25,0,84,62,73
1971,10,26,0,82,61,71.5
1971,10,27,0,81,60,70.5
1971,10,28,0.11,83,62,72.5
1971,10,29,0.32,85,68,76.5
1971,10,30,0.37,83,68,75.5
1971,10,31,0,83,67,75
1971,11,1,0,86,68,77
1971,11,2,1.1,82,70,76
1971,11,3,1.18,86,68,77
1971,11,4,0,78,59,68.5
1971,11,5,0,80,59,69.5
1971,11,6,0,84,68,76
1971,11,7,0,80,63,71.5
1971,11,8,0,78,58,68
1971,11,9,0,78,60,69
1971,11,10,0,73,58,65.5
1971,11,11,0,70,49,59.5
1971,11,12,0,79,43,61
1971,11,13,0,75,43,59
1971,11,14,0,75,45,60
1971,11,15,0,71,56,63.5
1971,11,16,0,85,60,72.5
1971,11,17,0,82,69,75.5
1971,11,18,0,85,63,74
1971,11,19,0,85,62,73.5
1971,11,20,0,83,60,71.5
1971,11,21,0,76,46,61
1971,11,22,0,70,43,56.5
1971,11,23,0,76,47,61.5
1971,11,24,0.46,79,62,70.5
1971,11,25,0,76,49,62.5
1971,11,26,0,83,45,64
1971,11,27,0,79,55,67
1971,11,28,0,80,55,67.5
1971,11,29,0.2,78,65,71.5
1971,11,30,0,74,53,63.5
1971,12,1,0,80,50,65
1971,12,2,0,72,63,67.5
1971,12,3,1,73,64,68.5
1971,12,4,0,71,50,60.5
1971,12,5,0.1,75,52,63.5
1971,12,6,0.85,78,67,72.5
1971,12,7,0,84,67,75.5
1971,12,8,0,83,61,72
1971,12,9,0,80,62,71
1971,12,10,0,84,64,74
1971,12,11,0,83,60,71.5
1971,12,12,0,83,57,70
1971,12,13,0,81,57,69
1971,12,14,0,83,62,72.5
1971,12,15,0,81,65,73
1971,12,16,0,83,60,71.5
1971,12,17,0,83,67,75
1971,12,18,0,78,57,67.5
1971,12,19,0,75,59,67
1971,12,20,0,84,55,69.5
1971,12,21,0.52,82,63,72.5
1971,12,22,0,77,64,70.5
1971,12,23,0.12,75,65,70
1971,12,24,0,78,65,71.5
1971,12,25,0,77,62,69.5
1971,12,26,0,75,55,65
1971,12,27,0,80,53,66.5
1971,12,28,0,83,55,69
1971,12,29,0,82,56,69
1971,12,30,0,81,56,68.5
1971,12,31,0,80,63,71.5
1972,1,1,0,81,55,68
1972,1,2,0.1,84,63,73.5
1972,1,3,0,84,62,73
1972,1,4,0,83,60,71.5
1972,1,5,0,83,61,72
1972,1,6,0,81,64,72.5
1972,1,7,0,65,42,53.5
1972,1,8,0,78,42,60
1972,1,9,0,80,54,67
1972,1,10,0,84,59,71.5
1972,1,11,0,85,63,74
1972,1,12,1.35,82,62,72
1972,1,13,0,84,64,74
1972,1,14,0,83,67,75
1972,1,15,0.2,80,53,66.5
1972,1,16,0.07,55,37,46
1972,1,17,0,67,48,57.5
1972,1,18,0,69,55,62
1972,1,19,0,72,56,64
1972,1,20,0.14,80,56,68
1972,1,21,0,82,54,68
1972,1,22,0,76,64,70
1972,1,23,0,73,62,67.5
1972,1,24,0,83,53,68
1972,1,25,0,84,61,72.5
1972,1,26,0.2,78,66,72
1972,1,27,0,80,67,73.5
1972,1,28,0,83,59,71
1972,1,29,0,84,56,70
1972,1,30,0,84,60,72
1972,1,31,0,-99.9,-99.9,-99.9
1972,2,1,0.05,78,61,69.5
1972,2,2,0.8,72,59,65.5
1972,2,3,0.39,80,60,70
1972,2,4,0,67,40,53.5
1972,2,5,0,62,35,48.5
1972,2,6,0,76,43,59.5
1972,2,7,0,72,54,63
1972,2,8,0.1,71,56,63.5
1972,2,9,0.8,62,55,58.5
1972,2,10,0.07,68,52,60
1972,2,11,0.1,69,58,63.5
1972,2,12,0,80,54,67
1972,2,13,0,75,57,66
1972,2,14,0,66,37,51.5
1972,2,15,0,63,49,56
1972,2,16,0.52,65,56,60.5
1972,2,17,0.15,66,59,62.5
1972,2,18,0.05,78,55,66.5
1972,2,19,0,65,42,53.5
1972,2,20,0,60,38,49
1972,2,21,0,69,34,51.5
1972,2,22,0,75,41,58
1972,2,23,0,78,46,62
1972,2,24,0,80,48,64
1972,2,25,0,83,50,66.5
1972,2,26,0,85,53,69
1972,2,27,0,85,55,70
1972,2,28,0.85,77,59,68
1972,2,29,0,78,52,65
1972,3,1,0,83,58,70.5
1972,3,2,0,87,57,72
1972,3,3,0,83,61,72
1972,3,4,0,81,50,65.5
1972,3,5,0,78,55,66.5
1972,3,6,0,67,43,55
1972,3,7,0,81,45,63
1972,3,8,0,85,58,71.5
1972,3,9,0,74,59,66.5
1972,3,10,0,69,45,57
1972,3,11,0,75,44,59.5
1972,3,12,0,86,54,70
1972,3,13,0,80,48,64
1972,3,14,0,85,54,69.5
1972,3,15,0,83,51,67
1972,3,16,0,84,58,71
1972,3,17,0.3,76,56,66
1972,3,18,0.27,81,60,70.5
1972,3,19,0,81,60,70.5
1972,3,20,0,81,55,68
1972,3,21,0.1,81,63,72
1972,3,22,0,85,63,74
1972,3,23,0,83,54,68.5
1972,3,24,0,80,55,67.5
1972,3,25,0,82,51,66.5
1972,3,26,0,78,50,64
1972,3,27,0,83,46,64.5
1972,3,28,0.19,86,52,69
1972,3,29,0,86,61,73.5
1972,3,30,0.29,78,61,69.5
1972,3,31,4.65,75,66,70.5
1972,4,1,0,75,56,65.5
1972,4,2,0,74,46,60
1972,4,3,0,78,46,62
1972,4,4,0,84,50,67
1972,4,5,0,78,61,69.5
1972,4,6,0,76,58,67
1972,4,7,0,87,55,71
1972,4,8,0,88,55,71.5
1972,4,9,0,81,63,72
1972,4,10,0,81,57,69
1972,4,11,0,83,52,67.5
1972,4,12,0,88,55,71.5
1972,4,13,0,88,55,71.5
1972,4,14,0,92,61,76.5
1972,4,15,0,92,66,79
1972,4,16,0,94,65,79.5
1972,4,17,0,91,69,80
